alignment_name,member_end,member_start,ref_end,ref_start,sequence_id,source_name
AL_1b,2055,1,5462,3408,KT234821,ncbi-curated
AL_1b,2055,1,5462,3408,KT234822,ncbi-curated
AL_1b,2055,1,5462,3408,KT234823,ncbi-curated
AL_1b,2055,1,5462,3408,KT234824,ncbi-curated
AL_1b,2055,1,5462,3408,KT234825,ncbi-curated
AL_1b,2055,1,5462,3408,KT234826,ncbi-curated
AL_1b,2055,1,5462,3408,KT234827,ncbi-curated
AL_1b,2055,1,5462,3408,KT234828,ncbi-curated
AL_1b,2055,1,5462,3408,KT234829,ncbi-curated
AL_1b,2055,1,5462,3408,KT234830,ncbi-curated
AL_1b,2055,1,5462,3408,KT234831,ncbi-curated
AL_1b,2055,1,5462,3408,KT234832,ncbi-curated
AL_1b,2055,1,5462,3408,KT234833,ncbi-curated
AL_1b,2055,1,5462,3408,KT234834,ncbi-curated
AL_1b,2055,1,5462,3408,KT234835,ncbi-curated
AL_1b,2055,1,5462,3408,KT234836,ncbi-curated
AL_1b,2055,1,5462,3408,KT234837,ncbi-curated
AL_1b,2055,1,5462,3408,KT234838,ncbi-curated
AL_1b,2055,1,5462,3408,KT234839,ncbi-curated
AL_1b,2055,1,5462,3408,KT234840,ncbi-curated
AL_1b,2055,1,5462,3408,KT234841,ncbi-curated
AL_1b,2055,1,5462,3408,KT234842,ncbi-curated
AL_1a,2055,1,5474,3420,KT234843,ncbi-curated
AL_1a,2055,1,5474,3420,KT234844,ncbi-curated
AL_1a,2055,1,5474,3420,KT234845,ncbi-curated
AL_1a,2055,1,5474,3420,KT234846,ncbi-curated
AL_1b,2055,1,5462,3408,KT234847,ncbi-curated
AL_1b,2055,1,5462,3408,KT234848,ncbi-curated
AL_1b,2055,1,5462,3408,KT234849,ncbi-curated
AL_1b,2055,1,5462,3408,KT234850,ncbi-curated
AL_1b,2055,1,5462,3408,KT234851,ncbi-curated
AL_1a,2055,1,5474,3420,KT234852,ncbi-curated
AL_1b,2055,1,5462,3408,KT234853,ncbi-curated
AL_1b,2055,1,5462,3408,KT234854,ncbi-curated
AL_1b,2055,1,5462,3408,KT234855,ncbi-curated
AL_1b,2055,1,5462,3408,KT234856,ncbi-curated
AL_1b,2055,1,5462,3408,KT234857,ncbi-curated
AL_1b,2055,1,5462,3408,KT234858,ncbi-curated
AL_1b,2055,1,5462,3408,KT234859,ncbi-curated
AL_1b,2055,1,5462,3408,KT234860,ncbi-curated
AL_1a,2055,1,5474,3420,KT234861,ncbi-curated
AL_1b,2055,1,5462,3408,KT234862,ncbi-curated
AL_1b,2055,1,5462,3408,KT234863,ncbi-curated
AL_1b,2055,1,5462,3408,KT234864,ncbi-curated
AL_1a,2055,1,5474,3420,KT234865,ncbi-curated
AL_1b,2055,1,5462,3408,KT234866,ncbi-curated
AL_1b,2055,1,5462,3408,KT234867,ncbi-curated
AL_1a,2055,1,5474,3420,KT234868,ncbi-curated
AL_1b,2055,1,5462,3408,KT234869,ncbi-curated
AL_1b,2055,1,5462,3408,KT234870,ncbi-curated
AL_1b,2055,1,5462,3408,KT234871,ncbi-curated
AL_1b,2055,1,5462,3408,KT234872,ncbi-curated
AL_1b,2055,1,5462,3408,KT234873,ncbi-curated
AL_1b,2055,1,5462,3408,KT234874,ncbi-curated
AL_1b,2055,1,5462,3408,KT234875,ncbi-curated
AL_1b,2055,1,5462,3408,KT234876,ncbi-curated
AL_1b,2055,1,5462,3408,KT234877,ncbi-curated
AL_1b,2055,1,5462,3408,KT234878,ncbi-curated
AL_1b,2055,1,5462,3408,KT234879,ncbi-curated
AL_1b,2055,1,5462,3408,KT234880,ncbi-curated
AL_1b,2055,1,5462,3408,KT234881,ncbi-curated
AL_1b,2055,1,5462,3408,KT234882,ncbi-curated
AL_1a,2055,1,5474,3420,KT234883,ncbi-curated
AL_1a,2055,1,5474,3420,KT234884,ncbi-curated
AL_1a,2055,1,5474,3420,KT234885,ncbi-curated
AL_1b,2055,1,5462,3408,KT234886,ncbi-curated
AL_1b,2055,1,5462,3408,KT234887,ncbi-curated
AL_1b,2055,1,5462,3408,KT234888,ncbi-curated
AL_1a,2055,1,5474,3420,KT234889,ncbi-curated
AL_1a,2055,1,5474,3420,KT234890,ncbi-curated
AL_1a,2055,1,5474,3420,KT234891,ncbi-curated
AL_1a,2055,1,5474,3420,KT234892,ncbi-curated
AL_1b,2055,1,5462,3408,KT234893,ncbi-curated
AL_1a,2055,1,5474,3420,KT234894,ncbi-curated
AL_1b,2055,1,5462,3408,KT234895,ncbi-curated
AL_1b,2055,1,5462,3408,KT234896,ncbi-curated
AL_1b,2055,1,5462,3408,KT234897,ncbi-curated
AL_1b,2055,1,5462,3408,KT234898,ncbi-curated
AL_1b,2055,1,5462,3408,KT234899,ncbi-curated
AL_1b,2055,1,5462,3408,KT234900,ncbi-curated
AL_1b,2055,1,5462,3408,KT234901,ncbi-curated
AL_1b,2055,1,5462,3408,KT234902,ncbi-curated
AL_1b,2055,1,5462,3408,KT234903,ncbi-curated
AL_1b,2055,1,5462,3408,KT234904,ncbi-curated
AL_1b,2055,1,5462,3408,KT234905,ncbi-curated
AL_1b,2055,1,5462,3408,KT234906,ncbi-curated
AL_1b,2055,1,5462,3408,KT234907,ncbi-curated
AL_1b,2055,1,5462,3408,KT234908,ncbi-curated
AL_1b,2055,1,5462,3408,KT234909,ncbi-curated
AL_1b,2055,1,5462,3408,KT234910,ncbi-curated
AL_1b,2055,1,5462,3408,KT234911,ncbi-curated
AL_1b,2055,1,5462,3408,KT234912,ncbi-curated
AL_1b,2055,1,5462,3408,KT234913,ncbi-curated
AL_1b,2055,1,5462,3408,KT234914,ncbi-curated
AL_1b,2055,1,5462,3408,KT234915,ncbi-curated
AL_1b,2055,1,5462,3408,KT234916,ncbi-curated
AL_1b,2055,1,5462,3408,KT234917,ncbi-curated
AL_1b,2055,1,5462,3408,KT234918,ncbi-curated
AL_1b,2055,1,5462,3408,KT234919,ncbi-curated
AL_1b,2055,1,5462,3408,KT234920,ncbi-curated
AL_1b,2055,1,5462,3408,KT234921,ncbi-curated
AL_1b,2055,1,5462,3408,KT234922,ncbi-curated
AL_1b,2055,1,5462,3408,KT234923,ncbi-curated
AL_1b,2055,1,5462,3408,KT234924,ncbi-curated
AL_1b,2055,1,5462,3408,KT234925,ncbi-curated
AL_1b,2055,1,5462,3408,KT234926,ncbi-curated
AL_1b,2055,1,5462,3408,KT234927,ncbi-curated
AL_1b,2055,1,5462,3408,KT234928,ncbi-curated
AL_1b,2055,1,5462,3408,KT234929,ncbi-curated
AL_1b,2055,1,5462,3408,KT234930,ncbi-curated
AL_1b,2055,1,5462,3408,KT234931,ncbi-curated
AL_1b,2055,1,5462,3408,KT234932,ncbi-curated
AL_1b,2055,1,5462,3408,KT234933,ncbi-curated
AL_1b,2055,1,5462,3408,KT234934,ncbi-curated
AL_1b,2055,1,5462,3408,KT234935,ncbi-curated
AL_1b,2055,1,5462,3408,KT234936,ncbi-curated
AL_1b,2055,1,5462,3408,KT234937,ncbi-curated
AL_1b,2055,1,5462,3408,KT234938,ncbi-curated
AL_1b,2055,1,5462,3408,KT234939,ncbi-curated
AL_1b,2055,1,5462,3408,KT234940,ncbi-curated
AL_1b,2055,1,5462,3408,KT234941,ncbi-curated
AL_1b,2055,1,5462,3408,KT234942,ncbi-curated
AL_1b,2055,1,5462,3408,KT234943,ncbi-curated
AL_1b,2055,1,5462,3408,KT234944,ncbi-curated
AL_1b,2055,1,5462,3408,KT234945,ncbi-curated
AL_1b,2055,1,5462,3408,KT234946,ncbi-curated
AL_1b,2055,1,5462,3408,KT234947,ncbi-curated
AL_1b,2055,1,5462,3408,KT234948,ncbi-curated
AL_1b,2055,1,5462,3408,KT234949,ncbi-curated
AL_1b,2055,1,5462,3408,KT234950,ncbi-curated
AL_1b,2055,1,5462,3408,KT234951,ncbi-curated
AL_1b,2055,1,5462,3408,KT234952,ncbi-curated
AL_1b,2055,1,5462,3408,KT234953,ncbi-curated
AL_1b,2055,1,5462,3408,KT234954,ncbi-curated
AL_1b,2055,1,5462,3408,KT234955,ncbi-curated
AL_1b,2055,1,5462,3408,KT234956,ncbi-curated
AL_1b,2055,1,5462,3408,KT234957,ncbi-curated
AL_1b,2055,1,5462,3408,KT234958,ncbi-curated
AL_1b,2055,1,5462,3408,KT234959,ncbi-curated
AL_1b,2055,1,5462,3408,KT234960,ncbi-curated
AL_1b,2055,1,5462,3408,KT234961,ncbi-curated
AL_1b,2055,1,5462,3408,KT234962,ncbi-curated
AL_1b,2055,1,5462,3408,KT234963,ncbi-curated
AL_1b,2055,1,5462,3408,KT234964,ncbi-curated
AL_1b,2055,1,5462,3408,KT234965,ncbi-curated
AL_1b,2055,1,5462,3408,KT234966,ncbi-curated
AL_1b,2055,1,5462,3408,KT234967,ncbi-curated
AL_1a,2055,1,5474,3420,KT234968,ncbi-curated
AL_1b,2055,1,5462,3408,KT234969,ncbi-curated
AL_1b,2055,1,5462,3408,KT234970,ncbi-curated
AL_1b,2055,1,5462,3408,KT234971,ncbi-curated
AL_1b,2055,1,5462,3408,KT234972,ncbi-curated
AL_1b,2055,1,5462,3408,KT234973,ncbi-curated
AL_1b,2055,1,5462,3408,KT234974,ncbi-curated
AL_1b,2055,1,5462,3408,KT234975,ncbi-curated
AL_1b,2055,1,5462,3408,KT234976,ncbi-curated
AL_1b,2055,1,5462,3408,KT234977,ncbi-curated
AL_1b,2055,1,5462,3408,KT234978,ncbi-curated
AL_1b,2055,1,5462,3408,KT234979,ncbi-curated
AL_1b,2055,1,5462,3408,KT234980,ncbi-curated
AL_1b,2055,1,5462,3408,KT234981,ncbi-curated
AL_1b,2055,1,5462,3408,KT234982,ncbi-curated
AL_1b,2055,1,5462,3408,KT234983,ncbi-curated
AL_1b,2055,1,5462,3408,KT234984,ncbi-curated
AL_1b,2055,1,5462,3408,KT234985,ncbi-curated
AL_1b,2055,1,5462,3408,KT234986,ncbi-curated
AL_1b,2055,1,5462,3408,KT234987,ncbi-curated
AL_1b,2055,1,5462,3408,KT234988,ncbi-curated
AL_1b,2055,1,5462,3408,KT234989,ncbi-curated
AL_1b,2055,1,5462,3408,KT234990,ncbi-curated
AL_1b,2055,1,5462,3408,KT234991,ncbi-curated
AL_1b,2055,1,5462,3408,KT234992,ncbi-curated
AL_1b,2055,1,5462,3408,KT234993,ncbi-curated
AL_1b,2055,1,5462,3408,KT234994,ncbi-curated
AL_1b,2055,1,5462,3408,KT234995,ncbi-curated
AL_1b,2055,1,5462,3408,KT234996,ncbi-curated
AL_1b,2055,1,5462,3408,KT234997,ncbi-curated
AL_1a,2055,1,5474,3420,KT234998,ncbi-curated
AL_1b,2055,1,5462,3408,KT234999,ncbi-curated
AL_1b,2055,1,5462,3408,KT235000,ncbi-curated
AL_1a,2055,1,5474,3420,KT235001,ncbi-curated
AL_1b,2055,1,5462,3408,KT235002,ncbi-curated
AL_1b,2055,1,5462,3408,KT235003,ncbi-curated
AL_1b,2055,1,5462,3408,KT235004,ncbi-curated
AL_1a,2055,1,5474,3420,KT235005,ncbi-curated
AL_1a,2055,1,5474,3420,KT235006,ncbi-curated
AL_1a,2055,1,5474,3420,KT235007,ncbi-curated
AL_1b,2055,1,5462,3408,KT235008,ncbi-curated
AL_1a,2055,1,5474,3420,KT235009,ncbi-curated
AL_1b,2055,1,5462,3408,KT235010,ncbi-curated
AL_1b,2055,1,5462,3408,KT235011,ncbi-curated
AL_1b,2055,1,5462,3408,KT235012,ncbi-curated
AL_1a,2055,1,5474,3420,KT235013,ncbi-curated
AL_1a,2055,1,5474,3420,KT235014,ncbi-curated
AL_1a,2055,1,5474,3420,KT235015,ncbi-curated
AL_1a,2055,1,5474,3420,KT235016,ncbi-curated
AL_1b,2055,1,5462,3408,KT235017,ncbi-curated
AL_1b,2055,1,5462,3408,KT235018,ncbi-curated
AL_1a,2055,1,5474,3420,KT235019,ncbi-curated
AL_1b,2055,1,5462,3408,KT235020,ncbi-curated
AL_1b,2055,1,5462,3408,KT235021,ncbi-curated
AL_1b,2055,1,5462,3408,KT235022,ncbi-curated
AL_1a,2055,1,5474,3420,KT235023,ncbi-curated
AL_1a,2055,1,5474,3420,KT235024,ncbi-curated
AL_1b,2055,1,5462,3408,KT235025,ncbi-curated
AL_1a,2055,1,5474,3420,KT235026,ncbi-curated
AL_1a,2055,1,5474,3420,KT235027,ncbi-curated
AL_1a,2055,1,5474,3420,KT235028,ncbi-curated
AL_1b,2055,1,5462,3408,KT235029,ncbi-curated
AL_1b,2055,1,5462,3408,KT235030,ncbi-curated
AL_1b,2055,1,5462,3408,KT235031,ncbi-curated
AL_1a,2055,1,5474,3420,KT235032,ncbi-curated
AL_1b,2055,1,5462,3408,KT235033,ncbi-curated
AL_1a,2055,1,5474,3420,KT235034,ncbi-curated
AL_1a,2055,1,5474,3420,KT235035,ncbi-curated
AL_1b,2055,1,5462,3408,KT235036,ncbi-curated
AL_1b,2055,1,5462,3408,KT235037,ncbi-curated
AL_1a,2055,1,5474,3420,KT235038,ncbi-curated
AL_1a,2055,1,5474,3420,KT235039,ncbi-curated
AL_1b,2055,1,5462,3408,KT235040,ncbi-curated
AL_1b,2055,1,5462,3408,KT235041,ncbi-curated
AL_1a,2055,1,5474,3420,KT235042,ncbi-curated
AL_1a,2055,1,5474,3420,KT235043,ncbi-curated
AL_1b,2055,1,5462,3408,KT235044,ncbi-curated
AL_1b,2055,1,5462,3408,KT235045,ncbi-curated
AL_1b,2055,1,5462,3408,KT235046,ncbi-curated
AL_1b,2055,1,5462,3408,KT235047,ncbi-curated
AL_1b,2055,1,5462,3408,KT235048,ncbi-curated
AL_1b,2055,1,5462,3408,KT235049,ncbi-curated
AL_1b,2055,1,5462,3408,KT235050,ncbi-curated
AL_1b,2055,1,5462,3408,KT235051,ncbi-curated
AL_1a,2055,1,5474,3420,KT235052,ncbi-curated
AL_1b,2055,1,5462,3408,KT235053,ncbi-curated
AL_1b,2055,1,5462,3408,KT235054,ncbi-curated
AL_1a,2055,1,5474,3420,KT235055,ncbi-curated
AL_1a,2055,1,5474,3420,KT235056,ncbi-curated
AL_1b,2055,1,5462,3408,KT235057,ncbi-curated
AL_1a,2055,1,5474,3420,KT235058,ncbi-curated
AL_1b,2055,1,5462,3408,KT235059,ncbi-curated
AL_1b,2055,1,5462,3408,KT235060,ncbi-curated
AL_1b,2055,1,5462,3408,KT235061,ncbi-curated
AL_1a,2055,1,5474,3420,KT235062,ncbi-curated
AL_1b,2055,1,5462,3408,KT235063,ncbi-curated
AL_1a,2055,1,5474,3420,KT235064,ncbi-curated
AL_1a,2055,1,5474,3420,KT235065,ncbi-curated
AL_1a,2055,1,5474,3420,KT235066,ncbi-curated
AL_1a,2055,1,5474,3420,KT235067,ncbi-curated
AL_1a,2055,1,5474,3420,KT235068,ncbi-curated
AL_1a,2055,1,5474,3420,KT235069,ncbi-curated
AL_1a,2055,1,5474,3420,KT235070,ncbi-curated
AL_1a,2055,1,5474,3420,KT235071,ncbi-curated
AL_1a,2055,1,5474,3420,KT235072,ncbi-curated
AL_1b,2055,1,5462,3408,KT235073,ncbi-curated
AL_1a,2055,1,5474,3420,KT235074,ncbi-curated
AL_1b,2055,1,5462,3408,KT235075,ncbi-curated
AL_1a,2055,1,5474,3420,KT235076,ncbi-curated
AL_1a,2055,1,5474,3420,KT235077,ncbi-curated
AL_1a,2055,1,5474,3420,KT235078,ncbi-curated
AL_1a,2055,1,5474,3420,KT235079,ncbi-curated
AL_1a,2055,1,5474,3420,KT235080,ncbi-curated
AL_1a,2055,1,5474,3420,KT235081,ncbi-curated
AL_1a,2055,1,5474,3420,KT235082,ncbi-curated
AL_1a,2055,1,5474,3420,KT235083,ncbi-curated
AL_1a,2055,1,5474,3420,KT235084,ncbi-curated
AL_1a,2055,1,5474,3420,KT235085,ncbi-curated
AL_1b,2055,1,5462,3408,KT235086,ncbi-curated
AL_1a,2055,1,5474,3420,KT235087,ncbi-curated
AL_1a,2055,1,5474,3420,KT235088,ncbi-curated
AL_1a,2055,1,5474,3420,KT235089,ncbi-curated
AL_1a,2055,1,5474,3420,KT235090,ncbi-curated
AL_1a,2055,1,5474,3420,KT235091,ncbi-curated
AL_1a,2055,1,5474,3420,KT235092,ncbi-curated
AL_1b,2055,1,5462,3408,KT235093,ncbi-curated
AL_1b,2055,1,5462,3408,KT235094,ncbi-curated
AL_1b,2055,1,5462,3408,KT235095,ncbi-curated
AL_1a,2055,1,5474,3420,KT235096,ncbi-curated
AL_1a,2055,1,5474,3420,KT235097,ncbi-curated
AL_1b,2055,1,5462,3408,KT235098,ncbi-curated
AL_1b,2055,1,5462,3408,KT235099,ncbi-curated
AL_1b,2055,1,5462,3408,KT235100,ncbi-curated
AL_1a,2055,1,5474,3420,KT235101,ncbi-curated
AL_1b,2055,1,5462,3408,KT235102,ncbi-curated
AL_1b,2055,1,5462,3408,KT235103,ncbi-curated
AL_1a,2055,1,5474,3420,KT235104,ncbi-curated
AL_1b,2055,1,5462,3408,KT235105,ncbi-curated
AL_1b,2055,1,5462,3408,KT235106,ncbi-curated
AL_1b,2055,1,5462,3408,KT235107,ncbi-curated
AL_1b,2055,1,5462,3408,KT235108,ncbi-curated
AL_1a,2055,1,5474,3420,KT235109,ncbi-curated
AL_1a,2055,1,5474,3420,KT235110,ncbi-curated
AL_1b,2055,1,5462,3408,KT235111,ncbi-curated
AL_1a,2055,1,5474,3420,KT235112,ncbi-curated
AL_1a,2055,1,5474,3420,KT235113,ncbi-curated
AL_1b,2055,1,5462,3408,KT235114,ncbi-curated
AL_1b,2055,1,5462,3408,KT235115,ncbi-curated
AL_1a,2055,1,5474,3420,KT235116,ncbi-curated
AL_1a,2055,1,5474,3420,KT235117,ncbi-curated
AL_1b,2055,1,5462,3408,KT235118,ncbi-curated
AL_1a,2055,1,5474,3420,KT235119,ncbi-curated
AL_1a,2055,1,5474,3420,KT235120,ncbi-curated
AL_1a,2055,1,5474,3420,KT235121,ncbi-curated
AL_1b,2055,1,5462,3408,KT235122,ncbi-curated
AL_1a,2055,1,5474,3420,KT235123,ncbi-curated
AL_1a,2055,1,5474,3420,KT235124,ncbi-curated
AL_1a,2055,1,5474,3420,KT235125,ncbi-curated
AL_1a,2055,1,5474,3420,KT235126,ncbi-curated
AL_1b,2055,1,5462,3408,KT235127,ncbi-curated
AL_1b,2055,1,5462,3408,KT235128,ncbi-curated
AL_1a,2055,1,5474,3420,KT235129,ncbi-curated
AL_1b,2055,1,5462,3408,KT235130,ncbi-curated
AL_1a,2055,1,5474,3420,KT235131,ncbi-curated
AL_1a,2055,1,5474,3420,KT235132,ncbi-curated
AL_1b,2055,1,5462,3408,KT235133,ncbi-curated
AL_1b,2055,1,5462,3408,KT235134,ncbi-curated
AL_1a,2055,1,5474,3420,KT235135,ncbi-curated
AL_1a,2055,1,5474,3420,KT235136,ncbi-curated
AL_1a,2055,1,5474,3420,KT235137,ncbi-curated
AL_1a,2055,1,5474,3420,KT235138,ncbi-curated
AL_1a,2,1,3422,3421,KT235139,ncbi-curated
AL_1a,2054,3,5474,3423,KT235139,ncbi-curated
AL_1a,2055,1,5474,3420,KT235140,ncbi-curated
AL_1b,2055,1,5462,3408,KT235141,ncbi-curated
AL_1a,2055,1,5474,3420,KT235142,ncbi-curated
AL_1a,2055,1,5474,3420,KT235143,ncbi-curated
AL_1b,2055,1,5462,3408,KT235144,ncbi-curated
AL_1b,2055,1,5462,3408,KT235145,ncbi-curated
AL_1a,2055,1,5474,3420,KT235146,ncbi-curated
AL_1a,2055,1,5474,3420,KT235147,ncbi-curated
AL_1a,2055,1,5474,3420,KT235148,ncbi-curated
AL_1b,2055,1,5462,3408,KT235149,ncbi-curated
AL_1a,2055,1,5474,3420,KT235150,ncbi-curated
AL_1a,2055,1,5474,3420,KT235151,ncbi-curated
AL_1a,2055,1,5474,3420,KT235152,ncbi-curated
AL_1b,2055,1,5462,3408,KT235153,ncbi-curated
AL_1a,2055,1,5474,3420,KT235154,ncbi-curated
AL_1a,2055,1,5474,3420,KT235155,ncbi-curated
AL_1a,2055,1,5474,3420,KT235156,ncbi-curated
AL_1b,2055,1,5462,3408,KT235157,ncbi-curated
AL_1b,2055,1,5462,3408,KT235158,ncbi-curated
AL_1b,2055,1,5462,3408,KT235159,ncbi-curated
AL_1b,2055,1,5462,3408,KT235160,ncbi-curated
AL_1a,2055,1,5474,3420,KT235161,ncbi-curated
AL_1b,2055,1,5462,3408,KT235162,ncbi-curated
AL_1b,2055,1,5462,3408,KT235163,ncbi-curated
AL_1a,2055,1,5474,3420,KT235164,ncbi-curated
AL_1b,2055,1,5462,3408,KT235165,ncbi-curated
AL_1a,2055,1,5474,3420,KT235166,ncbi-curated
AL_1a,2055,1,5474,3420,KT235167,ncbi-curated
AL_1b,2055,1,5462,3408,KT235168,ncbi-curated
AL_1a,2055,1,5474,3420,KT235169,ncbi-curated
AL_1b,2055,1,5462,3408,KT235170,ncbi-curated
AL_1b,2055,1,5462,3408,KT235171,ncbi-curated
AL_1b,2055,1,5462,3408,KT235172,ncbi-curated
AL_1a,2055,1,5474,3420,KT235173,ncbi-curated
AL_1b,2055,1,5462,3408,KT235174,ncbi-curated
AL_1a,2055,1,5474,3420,KT235175,ncbi-curated
AL_1a,2055,1,5474,3420,KT235176,ncbi-curated
AL_1a,2055,1,5474,3420,KT235177,ncbi-curated
AL_1a,2055,1,5474,3420,KT235178,ncbi-curated
AL_1b,2055,1,5462,3408,KT235179,ncbi-curated
AL_1a,2055,1,5474,3420,KT235180,ncbi-curated
AL_1b,2055,1,5462,3408,KT235181,ncbi-curated
AL_1a,2055,1,5474,3420,KT235182,ncbi-curated
AL_1a,2055,1,5474,3420,KT235183,ncbi-curated
AL_1a,2055,1,5474,3420,KT235184,ncbi-curated
AL_1a,2055,1,5474,3420,KT235185,ncbi-curated
AL_1b,2055,1,5462,3408,KT235186,ncbi-curated
AL_1a,2055,1,5474,3420,KT235187,ncbi-curated
AL_1a,2055,1,5474,3420,KT235188,ncbi-curated
AL_1a,2055,1,5474,3420,KT235189,ncbi-curated
AL_1b,2055,1,5462,3408,KT235190,ncbi-curated
AL_1a,2055,1,5474,3420,KT235191,ncbi-curated
AL_1b,2055,1,5462,3408,KT235192,ncbi-curated
AL_1a,2055,1,5474,3420,KT235193,ncbi-curated
AL_1a,2055,1,5474,3420,KT235194,ncbi-curated
AL_1a,2055,1,5474,3420,KT235195,ncbi-curated
AL_1a,2055,1,5474,3420,KT235196,ncbi-curated
AL_1a,2055,1,5474,3420,KT235197,ncbi-curated
AL_1a,2055,1,5474,3420,KT235198,ncbi-curated
AL_1a,2055,1,5474,3420,KT235199,ncbi-curated
AL_1b,2055,1,5462,3408,KT235200,ncbi-curated
AL_1b,2055,1,5462,3408,KT235201,ncbi-curated
AL_1a,2055,1,5474,3420,KT235202,ncbi-curated
AL_1b,2055,1,5462,3408,KT235203,ncbi-curated
AL_1a,2055,1,5474,3420,KT235204,ncbi-curated
AL_1a,2055,1,5474,3420,KT235205,ncbi-curated
AL_1a,2055,1,5474,3420,KT235206,ncbi-curated
AL_1a,2055,1,5474,3420,KT235207,ncbi-curated
AL_1a,2055,1,5474,3420,KT235208,ncbi-curated
AL_1a,2055,1,5474,3420,KT235209,ncbi-curated
AL_1a,2055,1,5474,3420,KT235210,ncbi-curated
AL_1a,2055,1,5474,3420,KT235211,ncbi-curated
AL_1a,2055,1,5474,3420,KT235212,ncbi-curated
AL_1a,2055,1,5474,3420,KT235213,ncbi-curated
AL_1b,2055,1,5462,3408,KT235214,ncbi-curated
AL_1a,2055,1,5474,3420,KT235215,ncbi-curated
AL_1b,2055,1,5462,3408,KT235216,ncbi-curated
AL_1a,2055,1,5474,3420,KT235217,ncbi-curated
AL_1b,2055,1,5462,3408,KT235218,ncbi-curated
AL_1a,2055,1,5474,3420,KT235219,ncbi-curated
AL_1a,2055,1,5474,3420,KT235220,ncbi-curated
AL_1a,2055,1,5474,3420,KT235221,ncbi-curated
AL_1b,2055,1,5462,3408,KT235222,ncbi-curated
AL_1b,2055,1,5462,3408,KT235223,ncbi-curated
AL_1a,2055,1,5474,3420,KT235224,ncbi-curated
AL_1a,2055,1,5474,3420,KT235225,ncbi-curated
AL_1a,2055,1,5474,3420,KT235226,ncbi-curated
AL_1a,2055,1,5474,3420,KT235227,ncbi-curated
AL_1a,2055,1,5474,3420,KT235228,ncbi-curated
AL_1a,2055,1,5474,3420,KT235229,ncbi-curated
AL_1a,2055,1,5474,3420,KT235230,ncbi-curated
AL_1b,2055,1,5462,3408,KT235231,ncbi-curated
AL_1a,2055,1,5474,3420,KT235232,ncbi-curated
AL_1a,2055,1,5474,3420,KT235233,ncbi-curated
AL_1a,2055,1,5474,3420,KT235234,ncbi-curated
AL_1a,2055,1,5474,3420,KT235235,ncbi-curated
AL_1a,2055,1,5474,3420,KT235236,ncbi-curated
AL_1a,2055,1,5474,3420,KT235237,ncbi-curated
AL_1a,2055,1,5474,3420,KT235238,ncbi-curated
AL_1a,2055,1,5474,3420,KT235239,ncbi-curated
AL_1a,2055,1,5474,3420,KT235240,ncbi-curated
AL_1b,2055,1,5462,3408,KT235241,ncbi-curated
AL_1a,2055,1,5474,3420,KT235242,ncbi-curated
AL_1a,2055,1,5474,3420,KT235243,ncbi-curated
AL_1a,2055,1,5474,3420,KT235244,ncbi-curated
AL_1a,2055,1,5474,3420,KT235245,ncbi-curated
AL_1a,2055,1,5474,3420,KT235246,ncbi-curated
AL_1a,2055,1,5474,3420,KT235247,ncbi-curated
AL_1a,2055,1,5474,3420,KT235248,ncbi-curated
AL_1a,2055,1,5474,3420,KT235249,ncbi-curated
AL_1b,2055,1,5462,3408,KT235250,ncbi-curated
AL_1b,2055,1,5462,3408,KT235251,ncbi-curated
AL_1a,2055,1,5474,3420,KT235252,ncbi-curated
AL_1b,2055,1,5462,3408,KT235253,ncbi-curated
AL_1a,2055,1,5474,3420,KT235254,ncbi-curated
AL_1a,2055,1,5474,3420,KT235255,ncbi-curated
AL_1a,2055,1,5474,3420,KT235256,ncbi-curated
AL_1a,2055,1,5474,3420,KT235257,ncbi-curated
AL_1b,2055,1,5462,3408,KT235258,ncbi-curated
AL_1a,2055,1,5474,3420,KT235259,ncbi-curated
AL_1a,2055,1,5474,3420,KT235260,ncbi-curated
AL_1a,2055,1,5474,3420,KT235261,ncbi-curated
AL_1a,2055,1,5474,3420,KT235262,ncbi-curated
AL_1a,2055,1,5474,3420,KT235263,ncbi-curated
AL_1a,2055,1,5474,3420,KT235264,ncbi-curated
AL_1a,2055,1,5474,3420,KT235265,ncbi-curated
AL_1b,2055,1,5462,3408,KT235266,ncbi-curated
AL_1a,2055,1,5474,3420,KT235267,ncbi-curated
AL_1a,2055,1,5474,3420,KT235268,ncbi-curated
AL_1a,2055,1,5474,3420,KT235269,ncbi-curated
AL_1a,2055,1,5474,3420,KT235270,ncbi-curated
AL_1a,2055,1,5474,3420,KT235271,ncbi-curated
AL_1a,2055,1,5474,3420,KT235272,ncbi-curated
AL_1a,2055,1,5474,3420,KT235273,ncbi-curated
AL_1a,2055,1,5474,3420,KT235274,ncbi-curated
AL_1a,2055,1,5474,3420,KT235275,ncbi-curated
AL_1a,2055,1,5474,3420,KT235276,ncbi-curated
AL_1a,2055,1,5474,3420,KT235277,ncbi-curated
AL_1a,2055,1,5474,3420,KT235278,ncbi-curated
AL_1b,2055,1,5462,3408,KT235279,ncbi-curated
AL_1b,2055,1,5462,3408,KT235280,ncbi-curated
AL_1b,2055,1,5462,3408,KT235281,ncbi-curated
AL_1a,2055,1,5474,3420,KT235282,ncbi-curated
AL_1b,2055,1,5462,3408,KT235283,ncbi-curated
AL_1b,2055,1,5462,3408,KT235284,ncbi-curated
