feature_name,ref_end,ref_seq_name,ref_start,splice_index,transcription_index,translation_modifier_name
E2,2595,REF_3a_D28917,1489,1,1,
E2,2595,REF_3a_NC_009824,1489,1,1,
E2,2595,REF_3_NC_009824,1489,1,1,
E2,2595,REF_6b_NC_009827,1492,1,1,
E2,2595,REF_6_NC_009827,1492,1,1,
E2,2596,REF_3d_KJ470619,1490,1,1,
E2,2596,REF_3i_FJ407092,1490,1,1,
E2,2597,REF_6xc_KJ567651,1488,1,1,
E2,2597,REF_6xd_KM252790,1491,1,1,
E2,2597,REF_6xd_KM252791,1491,1,1,
E2,2598,REF_1l_KC248193,1492,1,1,
E2,2598,REF_1l_KC248196,1492,1,1,
E2,2598,REF_1_unassigned_KJ439776,1492,1,1,
E2,2598,REF_3g_JF735123,1489,1,1,
E2,2599,REF_3a_JN714194,1493,1,1,
E2,2600,REF_6_unassigned_KC844039,1488,1,1,
E2,2601,REF_1l_KC248197,1492,1,1,
E2,2601,REF_3b_D49374,1492,1,1,
E2,2603,REF_1_unassigned_KC248195,1491,1,1,
NS2,2767,REF_2i_DQ155561,2753,1,1,
NS2,2782,REF_2l_KC197240,2768,1,1,
NS2,2783,REF_4o_FJ462440,2769,1,1,
NS2,3090,REF_2b_AB661382,2440,1,1,
NS2,3090,REF_2b_AB661388,2440,1,1,
NS2,3155,REF_6w_EU643836,2505,1,1,
NS2,3158,REF_6w_EU643834,2508,1,1,
NS2,3199,REF_4g_JX227971,2549,1,1,
NS2,3223,REF_1a_EF407457,2573,1,1,
NS2,3268,REF_1a_HQ850279,2618,1,1,
NS2,3268,REF_4w_FJ025855,2618,1,1,
NS2,3268,REF_4w_FJ025856,2618,1,1,
NS2,3268,REF_4_unassigned_FJ025854,2618,1,1,
NS2,3304,REF_4k_EU392171,2654,1,1,
NS2,3304,REF_4v_JX227960,2654,1,1,
NS2,3309,REF_4d_DQ418786,2659,1,1,
NS2,3313,REF_1_unassigned_HQ537007,2663,1,1,
NS2,3326,REF_4o_JX227977,2676,1,1,
NS2,3327,REF_5a_AF064490,2677,1,1,
NS2,3329,REF_4g_JX227963,2679,1,1,
NS2,3331,REF_4v_HQ537008,2681,1,1,
NS2,3334,REF_4a_DQ988074,2684,1,1,
NS2,3334,REF_4v_HQ537009,2684,1,1,
NS2,3335,REF_4l_JX227957,2685,1,1,
NS2,3337,REF_4d_EU392172,2687,1,1,
NS2,3338,REF_4m_JX227972,2688,1,1,
NS2,3339,REF_4a_DQ418789,2689,1,1,
NS2,3340,REF_4n_JX227970,2690,1,1,
NS2,3340,REF_4r_JX227976,2690,1,1,
NS2,3341,REF_4k_EU392173,2691,1,1,
NS2,3345,REF_4f_EU392175,2695,1,1,
NS2,3346,REF_4f_EU392174,2696,1,1,
NS2,3348,REF_4v_JX227959,2698,1,1,
NS2,3350,REF_2j_HM777358,2700,1,1,
NS2,3350,REF_2j_HM777359,2700,1,1,
NS2,3352,REF_2k_JX227953,2702,1,1,
NS2,3352,REF_4_unassigned_JX227964,2702,1,1,
NS2,3353,REF_2m_JX227967,2703,1,1,
NS2,3357,REF_4a_NC_009825,2707,1,1,
NS2,3357,REF_4_NC_009825,2707,1,1,
NS2,3358,REF_4f_EF589161,2708,1,1,
NS2,3360,REF_5a_NC_009826,2710,1,1,
NS2,3360,REF_5_NC_009826,2710,1,1,
NS2,3361,REF_3i_JX227955,2711,1,1,
NS2,3363,REF_3g_JX227954,2713,1,1,
NS2,3366,REF_2a_HQ639944,2716,1,1,
NS2,3369,REF_2c_JX227949,2695,1,1,
NS2,3372,REF_6a_HQ639936,2722,1,1,
NS2,3373,REF_6a_Y12083,2723,1,1,
NS2,3382,REF_1b_EU781828,2732,1,1,
NS2,3388,REF_6a_AY859526,2738,1,1,
NS2,3391,REF_6f_EU246936,2741,1,1,
NS2,3391,REF_6v_EU158186,2741,1,1,
NS2,3391,REF_6v_EU798761,2741,1,1,
NS2,3393,REF_1b_EU781827,2743,1,1,
NS2,3394,REF_3a_X76918,2744,1,1,
NS2,3394,REF_6n_EU246938,2744,1,1,
NS2,3394,REF_6o_EU246934,2744,1,1,
NS2,3394,REF_6t_EU246939,2744,1,1,
NS2,3395,REF_1_unassigned_AJ851228,2745,1,1,
NS2,3400,REF_6u_EU246940,2750,1,1,
NS2,3403,REF_1g_AM910652,2753,1,1,
NS2,3403,REF_2i_DQ155561,2768,1,1,
NS2,3403,REF_2l_KC197235,2753,1,1,
NS2,3403,REF_2q_FN666428,2753,1,1,
NS2,3403,REF_2q_FN666429,2753,1,1,
NS2,3403,REF_2_unassigned_KC197236,2753,1,1,
NS2,3403,REF_2_unassigned_KC197237,2753,1,1,
NS2,3403,REF_6e_EU246931,2753,1,1,
NS2,3403,REF_6e_EU246932,2753,1,1,
NS2,3405,REF_6t_EF632071,2755,1,1,
NS2,3406,REF_2_unassigned_KC197239,2756,1,1,
NS2,3406,REF_6xa_EU408330,2756,1,1,
NS2,3406,REF_6xa_EU408331,2756,1,1,
NS2,3406,REF_6xa_EU408332,2756,1,1,
NS2,3407,REF_1b_D90208,2757,1,1,
NS2,3409,REF_2t_KC197238,2759,1,1,
NS2,3409,REF_6a_EU246930,2759,1,1,
NS2,3410,REF_1b_M58335,2760,1,1,
NS2,3410,REF_4g_FJ462432,2760,1,1,
NS2,3410,REF_6d_D84263,2760,1,1,
NS2,3413,REF_3b_JQ065709,2763,1,1,
NS2,3415,REF_4d_FJ462437,2765,1,1,
NS2,3415,REF_4l_FJ839870,2765,1,1,
NS2,3415,REF_4_unassigned_JF735129,2765,1,1,
NS2,3415,REF_4_unassigned_JF735130,2765,1,1,
NS2,3416,REF_4m_FJ462433,2766,1,1,
NS2,3416,REF_4q_FJ462434,2766,1,1,
NS2,3416,REF_4_unassigned_JF735131,2766,1,1,
NS2,3416,REF_6f_DQ835760,2766,1,1,
NS2,3417,REF_6c_EF424629,2767,1,1,
NS2,3417,REF_6_unassigned_KJ470623,2767,1,1,
NS2,3417,REF_6_unassigned_KJ470625,2767,1,1,
NS2,3418,REF_2l_KC197240,2783,1,1,
NS2,3418,REF_4b_FJ462435,2768,1,1,
NS2,3418,REF_4c_FJ462436,2768,1,1,
NS2,3418,REF_4p_FJ462431,2768,1,1,
NS2,3418,REF_4r_FJ462439,2768,1,1,
NS2,3418,REF_4t_FJ839869,2768,1,1,
NS2,3418,REF_4_unassigned_JF735127,2768,1,1,
NS2,3418,REF_4_unassigned_JF735132,2768,1,1,
NS2,3418,REF_4_unassigned_JF735134,2768,1,1,
NS2,3418,REF_4_unassigned_JF735135,2768,1,1,
NS2,3419,REF_1a_M62321,2769,1,1,
NS2,3419,REF_1a_M67463,2769,1,1,
NS2,3419,REF_1a_NC_004102,2769,1,1,
NS2,3419,REF_1c_AY051292,2769,1,1,
NS2,3419,REF_1c_AY651061,2769,1,1,
NS2,3419,REF_1c_D14853,2769,1,1,
NS2,3419,REF_1d_KJ439768,2769,1,1,
NS2,3419,REF_1j_KJ439773,2769,1,1,
NS2,3419,REF_1k_KJ439774,2769,1,1,
NS2,3419,REF_1m_KJ439782,2769,1,1,
NS2,3419,REF_1n_KJ439775,2769,1,1,
NS2,3419,REF_1_NC_004102,2769,1,1,
NS2,3419,REF_1_unassigned_KJ439777,2769,1,1,
NS2,3419,REF_1_unassigned_KJ439780,2769,1,1,
NS2,3419,REF_4k_FJ462438,2769,1,1,
NS2,3419,REF_4o_FJ462440,2784,1,1,
NS2,3419,REF_4s_JF735136,2769,1,1,
NS2,3419,REF_6h_D84265,2769,1,1,
NS2,3419,REF_6n_DQ835768,2769,1,1,
NS2,3419,REF_6o_EF424627,2769,1,1,
NS2,3419,REF_6r_EU408328,2769,1,1,
NS2,3419,REF_6_unassigned_JX183549,2769,1,1,
NS2,3419,REF_6_unassigned_JX183550,2769,1,1,
NS2,3419,REF_MASTER_NC_004102,2769,1,1,
NS2,3420,REF_1n_KJ439781,2770,1,1,
NS2,3420,REF_1_unassigned_KJ439779,2770,1,1,
NS2,3420,REF_6p_EF424626,2770,1,1,
NS2,3420,REF_6q_EF424625,2770,1,1,
NS2,3421,REF_4n_FJ462441,2771,1,1,
NS2,3421,REF_4_unassigned_JF735138,2771,1,1,
NS2,3421,REF_6_unassigned_DQ278891,2771,1,1,
NS2,3422,REF_1h_KC248198,2772,1,1,
NS2,3422,REF_1h_KC248199,2772,1,1,
NS2,3422,REF_1m_KJ439778,2772,1,1,
NS2,3422,REF_6i_DQ835762,2772,1,1,
NS2,3422,REF_6i_DQ835770,2772,1,1,
NS2,3422,REF_6j_DQ835761,2772,1,1,
NS2,3422,REF_6j_DQ835769,2772,1,1,
NS2,3422,REF_6k_D84264,2772,1,1,
NS2,3422,REF_6l_EF424628,2772,1,1,
NS2,3422,REF_6l_JX183556,2772,1,1,
NS2,3422,REF_6m_DQ835766,2772,1,1,
NS2,3422,REF_6m_DQ835767,2772,1,1,
NS2,3422,REF_6s_EU408329,2772,1,1,
NS2,3422,REF_6v_EU798760,2772,1,1,
NS2,3422,REF_6xb_JX183552,2772,1,1,
NS2,3422,REF_6xb_KJ567645,2772,1,1,
NS2,3422,REF_6_unassigned_DQ278893,2772,1,1,
NS2,3422,REF_6_unassigned_JX183551,2772,1,1,
NS2,3422,REF_6_unassigned_JX183553,2772,1,1,
NS2,3422,REF_6_unassigned_JX183554,2772,1,1,
NS2,3422,REF_6_unassigned_JX183558,2772,1,1,
NS2,3423,REF_6n_DQ278894,2773,1,1,
NS2,3424,REF_2_unassigned_JF735117,2774,1,1,
NS2,3425,REF_6xe_JX183557,2775,1,1,
NS2,3425,REF_6xe_KM252792,2775,1,1,
NS2,3425,REF_6_unassigned_KC844040,2775,1,1,
NS2,3428,REF_2_unassigned_JF735119,2778,1,1,
NS2,3428,REF_6e_DQ314805,2778,1,1,
NS2,3428,REF_6g_D63822,2778,1,1,
NS2,3428,REF_6g_DQ314806,2778,1,1,
NS2,3429,REF_3_unassigned_JF735124,2779,1,1,
NS2,3429,REF_6_unassigned_KJ470622,2779,1,1,
NS2,3429,REF_7a_NC_030791,2779,1,1,
NS2,3429,REF_7_NC_030791,2779,1,1,
NS2,3430,REF_1e_KC248194,2780,1,1,
NS2,3430,REF_2a_AB047639,2780,1,1,
NS2,3430,REF_2a_D00944,2780,1,1,
NS2,3430,REF_2c_D50409,2780,1,1,
NS2,3430,REF_2d_JF735114,2780,1,1,
NS2,3430,REF_2f_KC844042,2780,1,1,
NS2,3430,REF_2f_KC844050,2780,1,1,
NS2,3430,REF_2j_JF735113,2780,1,1,
NS2,3430,REF_2m_JF735111,2780,1,1,
NS2,3430,REF_2r_JF735115,2780,1,1,
NS2,3430,REF_2u_JF735112,2780,1,1,
NS2,3430,REF_2_D00944,2780,1,1,
NS2,3430,REF_2_unassigned_JF735110,2780,1,1,
NS2,3430,REF_2_unassigned_JF735116,2780,1,1,
NS2,3430,REF_2_unassigned_JF735118,2780,1,1,
NS2,3430,REF_6_unassigned_KJ470621,2780,1,1,
NS2,3430,REF_6_unassigned_KJ470624,2780,1,1,
NS2,3431,REF_1i_KJ439772,2781,1,1,
NS2,3431,REF_2b_AB030907,2781,1,1,
NS2,3431,REF_2b_D10988,2781,1,1,
NS2,3431,REF_2k_AB031663,2781,1,1,
NS2,3432,REF_3e_KJ470618,2782,1,1,
NS2,3432,REF_3h_JF735121,2782,1,1,
NS2,3432,REF_3h_JF735126,2782,1,1,
NS2,3432,REF_3k_D63821,2782,1,1,
NS2,3432,REF_3k_JF735122,2782,1,1,
NS2,3432,REF_6w_DQ278892,2782,1,1,
NS2,3433,REF_6_unassigned_KJ470620,2783,1,1,
NS2,3434,REF_6xd_KM252789,2784,1,1,
NS2,3435,REF_3a_D28917,2785,1,1,
NS2,3435,REF_3a_NC_009824,2785,1,1,
NS2,3435,REF_3_NC_009824,2785,1,1,
NS2,3435,REF_6b_NC_009827,2785,1,1,
NS2,3435,REF_6_NC_009827,2785,1,1,
NS2,3436,REF_3d_KJ470619,2786,1,1,
NS2,3436,REF_3i_FJ407092,2786,1,1,
NS2,3437,REF_6xc_KJ567651,2787,1,1,
NS2,3437,REF_6xd_KM252790,2787,1,1,
NS2,3437,REF_6xd_KM252791,2787,1,1,
NS2,3438,REF_1l_KC248193,2788,1,1,
NS2,3438,REF_1l_KC248196,2788,1,1,
NS2,3438,REF_1_unassigned_KJ439776,2788,1,1,
NS2,3438,REF_3g_JF735123,2788,1,1,
NS2,3439,REF_3a_JN714194,2789,1,1,
NS2,3440,REF_6_unassigned_KC844039,2790,1,1,
NS2,3441,REF_1l_KC248197,2791,1,1,
NS2,3441,REF_3b_D49374,2791,1,1,
NS2,3443,REF_1_unassigned_KC248195,2793,1,1,
NS2,3631,REF_2e_JF735120,2981,1,1,
NS3,4983,REF_2b_AB661382,3091,1,1,
NS3,4983,REF_2b_AB661388,3091,1,1,
NS3,5048,REF_6w_EU643836,3156,1,1,
NS3,5051,REF_6w_EU643834,3159,1,1,
NS3,5092,REF_4g_JX227971,3200,1,1,
NS3,5116,REF_1a_EF407457,3224,1,1,
NS3,5161,REF_1a_HQ850279,3269,1,1,
NS3,5161,REF_4w_FJ025855,3269,1,1,
NS3,5161,REF_4w_FJ025856,3269,1,1,
NS3,5161,REF_4_unassigned_FJ025854,3269,1,1,
NS3,5197,REF_4k_EU392171,3305,1,1,
NS3,5197,REF_4v_JX227960,3305,1,1,
NS3,5202,REF_4d_DQ418786,3310,1,1,
NS3,5206,REF_1_unassigned_HQ537007,3314,1,1,
NS3,5219,REF_4o_JX227977,3327,1,1,
NS3,5220,REF_5a_AF064490,3328,1,1,
NS3,5222,REF_4g_JX227963,3330,1,1,
NS3,5224,REF_4v_HQ537008,3332,1,1,
NS3,5227,REF_4a_DQ988074,3335,1,1,
NS3,5227,REF_4v_HQ537009,3335,1,1,
NS3,5228,REF_4l_JX227957,3336,1,1,
NS3,5230,REF_4d_EU392172,3338,1,1,
NS3,5231,REF_4m_JX227972,3339,1,1,
NS3,5232,REF_4a_DQ418789,3340,1,1,
NS3,5233,REF_4n_JX227970,3341,1,1,
NS3,5233,REF_4r_JX227976,3341,1,1,
NS3,5234,REF_4k_EU392173,3342,1,1,
NS3,5238,REF_4f_EU392175,3346,1,1,
NS3,5239,REF_4f_EU392174,3347,1,1,
NS3,5241,REF_4v_JX227959,3349,1,1,
NS3,5243,REF_2j_HM777358,3351,1,1,
NS3,5243,REF_2j_HM777359,3351,1,1,
NS3,5245,REF_2k_JX227953,3353,1,1,
NS3,5245,REF_4_unassigned_JX227964,3353,1,1,
NS3,5246,REF_2m_JX227967,3354,1,1,
NS3,5250,REF_4a_NC_009825,3358,1,1,
NS3,5250,REF_4_NC_009825,3358,1,1,
NS3,5251,REF_4f_EF589161,3359,1,1,
NS3,5253,REF_5a_NC_009826,3361,1,1,
NS3,5253,REF_5_NC_009826,3361,1,1,
NS3,5254,REF_3i_JX227955,3362,1,1,
NS3,5256,REF_3g_JX227954,3364,1,1,
NS3,5259,REF_2a_HQ639944,3367,1,1,
NS3,5262,REF_2c_JX227949,3370,1,1,
NS3,5265,REF_6a_HQ639936,3373,1,1,
NS3,5266,REF_6a_Y12083,3374,1,1,
NS3,5275,REF_1b_EU781828,3383,1,1,
NS3,5281,REF_6a_AY859526,3389,1,1,
NS3,5284,REF_6f_EU246936,3392,1,1,
NS3,5284,REF_6v_EU158186,3392,1,1,
NS3,5284,REF_6v_EU798761,3392,1,1,
NS3,5286,REF_1b_EU781827,3394,1,1,
NS3,5287,REF_3a_X76918,3395,1,1,
NS3,5287,REF_6n_EU246938,3395,1,1,
NS3,5287,REF_6o_EU246934,3395,1,1,
NS3,5287,REF_6t_EU246939,3395,1,1,
NS3,5288,REF_1_unassigned_AJ851228,3396,1,1,
NS3,5293,REF_6u_EU246940,3401,1,1,
NS3,5296,REF_1g_AM910652,3404,1,1,
NS3,5296,REF_2i_DQ155561,3404,1,1,
NS3,5296,REF_2l_KC197235,3404,1,1,
NS3,5296,REF_2q_FN666428,3404,1,1,
NS3,5296,REF_2q_FN666429,3404,1,1,
NS3,5296,REF_2_unassigned_KC197236,3404,1,1,
NS3,5296,REF_2_unassigned_KC197237,3404,1,1,
NS3,5296,REF_6e_EU246931,3404,1,1,
NS3,5296,REF_6e_EU246932,3404,1,1,
NS3,5298,REF_6t_EF632071,3406,1,1,
NS3,5299,REF_2_unassigned_KC197239,3407,1,1,
NS3,5299,REF_6xa_EU408330,3407,1,1,
NS3,5299,REF_6xa_EU408331,3407,1,1,
NS3,5299,REF_6xa_EU408332,3407,1,1,
NS3,5300,REF_1b_D90208,3408,1,1,
NS3,5302,REF_2t_KC197238,3410,1,1,
NS3,5302,REF_6a_EU246930,3410,1,1,
NS3,5303,REF_1b_M58335,3411,1,1,
NS3,5303,REF_4g_FJ462432,3411,1,1,
NS3,5303,REF_6d_D84263,3411,1,1,
NS3,5306,REF_3b_JQ065709,3414,1,1,
NS3,5308,REF_4d_FJ462437,3416,1,1,
NS3,5308,REF_4l_FJ839870,3416,1,1,
NS3,5308,REF_4_unassigned_JF735129,3416,1,1,
NS3,5308,REF_4_unassigned_JF735130,3416,1,1,
NS3,5309,REF_4m_FJ462433,3417,1,1,
NS3,5309,REF_4q_FJ462434,3417,1,1,
NS3,5309,REF_4_unassigned_JF735131,3417,1,1,
NS3,5309,REF_6f_DQ835760,3417,1,1,
NS3,5310,REF_6c_EF424629,3418,1,1,
NS3,5310,REF_6_unassigned_KJ470623,3418,1,1,
NS3,5310,REF_6_unassigned_KJ470625,3418,1,1,
NS3,5311,REF_2l_KC197240,3419,1,1,
NS3,5311,REF_4b_FJ462435,3419,1,1,
NS3,5311,REF_4c_FJ462436,3419,1,1,
NS3,5311,REF_4p_FJ462431,3419,1,1,
NS3,5311,REF_4r_FJ462439,3419,1,1,
NS3,5311,REF_4t_FJ839869,3419,1,1,
NS3,5311,REF_4_unassigned_JF735127,3419,1,1,
NS3,5311,REF_4_unassigned_JF735132,3419,1,1,
NS3,5311,REF_4_unassigned_JF735134,3419,1,1,
NS3,5311,REF_4_unassigned_JF735135,3419,1,1,
NS3,5312,REF_1a_M62321,3420,1,1,
NS3,5312,REF_1a_M67463,3420,1,1,
NS3,5312,REF_1a_NC_004102,3420,1,1,
NS3,5312,REF_1c_AY051292,3420,1,1,
NS3,5312,REF_1c_AY651061,3420,1,1,
NS3,5312,REF_1c_D14853,3420,1,1,
NS3,5312,REF_1d_KJ439768,3420,1,1,
NS3,5312,REF_1j_KJ439773,3420,1,1,
NS3,5312,REF_1k_KJ439774,3420,1,1,
NS3,5312,REF_1m_KJ439782,3420,1,1,
NS3,5312,REF_1n_KJ439775,3420,1,1,
NS3,5312,REF_1_NC_004102,3420,1,1,
NS3,5312,REF_1_unassigned_KJ439777,3420,1,1,
NS3,5312,REF_1_unassigned_KJ439780,3420,1,1,
NS3,5312,REF_4k_FJ462438,3420,1,1,
NS3,5312,REF_4o_FJ462440,3420,1,1,
NS3,5312,REF_4s_JF735136,3420,1,1,
NS3,5312,REF_6h_D84265,3420,1,1,
NS3,5312,REF_6n_DQ835768,3420,1,1,
NS3,5312,REF_6o_EF424627,3420,1,1,
NS3,5312,REF_6r_EU408328,3420,1,1,
NS3,5312,REF_6_unassigned_JX183549,3420,1,1,
NS3,5312,REF_6_unassigned_JX183550,3420,1,1,
NS3,5312,REF_MASTER_NC_004102,3420,1,1,
NS3,5313,REF_1n_KJ439781,3421,1,1,
NS3,5313,REF_1_unassigned_KJ439779,3421,1,1,
NS3,5313,REF_6p_EF424626,3421,1,1,
NS3,5313,REF_6q_EF424625,3421,1,1,
NS3,5314,REF_4n_FJ462441,3422,1,1,
NS3,5314,REF_4_unassigned_JF735138,3422,1,1,
NS3,5314,REF_6_unassigned_DQ278891,3422,1,1,
NS3,5315,REF_1h_KC248198,3423,1,1,
NS3,5315,REF_1h_KC248199,3423,1,1,
NS3,5315,REF_1m_KJ439778,3423,1,1,
NS3,5315,REF_6i_DQ835762,3423,1,1,
NS3,5315,REF_6i_DQ835770,3423,1,1,
NS3,5315,REF_6j_DQ835761,3423,1,1,
NS3,5315,REF_6j_DQ835769,3423,1,1,
NS3,5315,REF_6k_D84264,3423,1,1,
NS3,5315,REF_6l_EF424628,3423,1,1,
NS3,5315,REF_6l_JX183556,3423,1,1,
NS3,5315,REF_6m_DQ835766,3423,1,1,
NS3,5315,REF_6m_DQ835767,3423,1,1,
NS3,5315,REF_6s_EU408329,3423,1,1,
NS3,5315,REF_6v_EU798760,3423,1,1,
NS3,5315,REF_6xb_JX183552,3423,1,1,
NS3,5315,REF_6xb_KJ567645,3423,1,1,
NS3,5315,REF_6_unassigned_DQ278893,3423,1,1,
NS3,5315,REF_6_unassigned_JX183551,3423,1,1,
NS3,5315,REF_6_unassigned_JX183553,3423,1,1,
NS3,5315,REF_6_unassigned_JX183554,3423,1,1,
NS3,5315,REF_6_unassigned_JX183558,3423,1,1,
NS3,5316,REF_6n_DQ278894,3424,1,1,
NS3,5317,REF_2_unassigned_JF735117,3425,1,1,
NS3,5318,REF_6xe_JX183557,3426,1,1,
NS3,5318,REF_6xe_KM252792,3426,1,1,
NS3,5318,REF_6_unassigned_KC844040,3426,1,1,
NS3,5321,REF_2_unassigned_JF735119,3429,1,1,
NS3,5321,REF_6e_DQ314805,3429,1,1,
NS3,5321,REF_6g_D63822,3429,1,1,
NS3,5321,REF_6g_DQ314806,3429,1,1,
NS3,5322,REF_3_unassigned_JF735124,3430,1,1,
NS3,5322,REF_6_unassigned_KJ470622,3430,1,1,
NS3,5322,REF_7a_NC_030791,3430,1,1,
NS3,5322,REF_7_NC_030791,3430,1,1,
NS3,5323,REF_1e_KC248194,3431,1,1,
NS3,5323,REF_2a_AB047639,3431,1,1,
NS3,5323,REF_2a_D00944,3431,1,1,
NS3,5323,REF_2c_D50409,3431,1,1,
NS3,5323,REF_2d_JF735114,3431,1,1,
NS3,5323,REF_2f_KC844042,3431,1,1,
NS3,5323,REF_2f_KC844050,3431,1,1,
NS3,5323,REF_2j_JF735113,3431,1,1,
NS3,5323,REF_2m_JF735111,3431,1,1,
NS3,5323,REF_2r_JF735115,3431,1,1,
NS3,5323,REF_2u_JF735112,3431,1,1,
NS3,5323,REF_2_D00944,3431,1,1,
NS3,5323,REF_2_unassigned_JF735110,3431,1,1,
NS3,5323,REF_2_unassigned_JF735116,3431,1,1,
NS3,5323,REF_2_unassigned_JF735118,3431,1,1,
NS3,5323,REF_6_unassigned_KJ470621,3431,1,1,
NS3,5323,REF_6_unassigned_KJ470624,3431,1,1,
NS3,5324,REF_1i_KJ439772,3432,1,1,
NS3,5324,REF_2b_AB030907,3432,1,1,
NS3,5324,REF_2b_D10988,3432,1,1,
NS3,5324,REF_2k_AB031663,3432,1,1,
NS3,5325,REF_3e_KJ470618,3433,1,1,
NS3,5325,REF_3h_JF735121,3433,1,1,
NS3,5325,REF_3h_JF735126,3433,1,1,
NS3,5325,REF_3k_D63821,3433,1,1,
NS3,5325,REF_3k_JF735122,3433,1,1,
NS3,5325,REF_6w_DQ278892,3433,1,1,
NS3,5326,REF_6_unassigned_KJ470620,3434,1,1,
NS3,5327,REF_6xd_KM252789,3435,1,1,
NS3,5328,REF_3a_D28917,3436,1,1,
NS3,5328,REF_3a_NC_009824,3436,1,1,
NS3,5328,REF_3_NC_009824,3436,1,1,
NS3,5328,REF_6b_NC_009827,3436,1,1,
NS3,5328,REF_6_NC_009827,3436,1,1,
NS3,5329,REF_3d_KJ470619,3437,1,1,
NS3,5329,REF_3i_FJ407092,3437,1,1,
NS3,5330,REF_6xc_KJ567651,3438,1,1,
NS3,5330,REF_6xd_KM252790,3438,1,1,
NS3,5330,REF_6xd_KM252791,3438,1,1,
NS3,5331,REF_1l_KC248193,3439,1,1,
NS3,5331,REF_1l_KC248196,3439,1,1,
NS3,5331,REF_1_unassigned_KJ439776,3439,1,1,
NS3,5331,REF_3g_JF735123,3439,1,1,
NS3,5332,REF_3a_JN714194,3440,1,1,
NS3,5333,REF_6_unassigned_KC844039,3441,1,1,
NS3,5334,REF_1l_KC248197,3442,1,1,
NS3,5334,REF_3b_D49374,3442,1,1,
NS3,5336,REF_1_unassigned_KC248195,3444,1,1,
NS3,5524,REF_2e_JF735120,3632,1,1,
NS4A,5145,REF_2b_AB661382,4984,1,1,
NS4A,5145,REF_2b_AB661388,4984,1,1,
NS4A,5210,REF_6w_EU643836,5049,1,1,
NS4A,5213,REF_6w_EU643834,5052,1,1,
NS4A,5254,REF_4g_JX227971,5093,1,1,
NS4A,5278,REF_1a_EF407457,5117,1,1,
NS4A,5323,REF_1a_HQ850279,5162,1,1,
NS4A,5323,REF_4w_FJ025855,5162,1,1,
NS4A,5323,REF_4w_FJ025856,5162,1,1,
NS4A,5323,REF_4_unassigned_FJ025854,5162,1,1,
NS4A,5359,REF_4k_EU392171,5198,1,1,
NS4A,5359,REF_4v_JX227960,5198,1,1,
NS4A,5364,REF_4d_DQ418786,5203,1,1,
NS4A,5368,REF_1_unassigned_HQ537007,5207,1,1,
NS4A,5381,REF_4o_JX227977,5220,1,1,
NS4A,5382,REF_5a_AF064490,5221,1,1,
NS4A,5384,REF_4g_JX227963,5223,1,1,
NS4A,5386,REF_4v_HQ537008,5225,1,1,
NS4A,5389,REF_4a_DQ988074,5228,1,1,
NS4A,5389,REF_4v_HQ537009,5228,1,1,
NS4A,5390,REF_4l_JX227957,5229,1,1,
NS4A,5392,REF_4d_EU392172,5231,1,1,
NS4A,5393,REF_4m_JX227972,5232,1,1,
NS4A,5394,REF_4a_DQ418789,5233,1,1,
NS4A,5395,REF_4n_JX227970,5234,1,1,
NS4A,5395,REF_4r_JX227976,5234,1,1,
NS4A,5396,REF_4k_EU392173,5235,1,1,
NS4A,5400,REF_4f_EU392175,5239,1,1,
NS4A,5401,REF_4f_EU392174,5240,1,1,
NS4A,5403,REF_4v_JX227959,5242,1,1,
NS4A,5405,REF_2j_HM777358,5244,1,1,
NS4A,5405,REF_2j_HM777359,5244,1,1,
NS4A,5407,REF_2k_JX227953,5246,1,1,
NS4A,5407,REF_4_unassigned_JX227964,5246,1,1,
NS4A,5408,REF_2m_JX227967,5247,1,1,
NS4A,5412,REF_4a_NC_009825,5251,1,1,
NS4A,5412,REF_4_NC_009825,5251,1,1,
NS4A,5413,REF_4f_EF589161,5252,1,1,
NS4A,5415,REF_5a_NC_009826,5254,1,1,
NS4A,5415,REF_5_NC_009826,5254,1,1,
NS4A,5416,REF_3i_JX227955,5255,1,1,
NS4A,5418,REF_3g_JX227954,5257,1,1,
NS4A,5421,REF_2a_HQ639944,5260,1,1,
NS4A,5424,REF_2c_JX227949,5263,1,1,
NS4A,5427,REF_6a_HQ639936,5266,1,1,
NS4A,5428,REF_6a_Y12083,5267,1,1,
NS4A,5437,REF_1b_EU781828,5276,1,1,
NS4A,5443,REF_6a_AY859526,5282,1,1,
NS4A,5446,REF_6f_EU246936,5285,1,1,
NS4A,5446,REF_6v_EU158186,5285,1,1,
NS4A,5446,REF_6v_EU798761,5285,1,1,
NS4A,5448,REF_1b_EU781827,5287,1,1,
NS4A,5449,REF_3a_X76918,5288,1,1,
NS4A,5449,REF_6n_EU246938,5288,1,1,
NS4A,5449,REF_6o_EU246934,5288,1,1,
NS4A,5449,REF_6t_EU246939,5288,1,1,
NS4A,5450,REF_1_unassigned_AJ851228,5289,1,1,
NS4A,5455,REF_6u_EU246940,5294,1,1,
NS4A,5458,REF_1g_AM910652,5297,1,1,
NS4A,5458,REF_2i_DQ155561,5297,1,1,
NS4A,5458,REF_2l_KC197235,5297,1,1,
NS4A,5458,REF_2q_FN666428,5297,1,1,
NS4A,5458,REF_2q_FN666429,5297,1,1,
NS4A,5458,REF_2_unassigned_KC197236,5297,1,1,
